roi_number,Area,Biovolume,BoundingBox_xwidth,BoundingBox_ywidth,ConvexArea,ConvexPerimeter,Eccentricity,EquivDiameter,Extent,MajorAxisLength,MinorAxisLength,Orientation,Perimeter,RepresentativeWidth,Solidity,SurfaceArea,maxFeretDiameter,minFeretDiameter,numBlobs,summedArea,summedBiovolume,summedConvexArea,summedConvexPerimeter,summedMajorAxisLength,summedMinorAxisLength,summedPerimeter,summedSurfaceArea,Area_over_PerimeterSquared,Area_over_Perimeter,summedConvexPerimeter_over_Perimeter
26,224,1304.766602,34,15,310.4652919,73.93058388,0.9234623788,16.88803298,0.4392156863,29.96666321,11.49787851,1.406198376,80.84062043,7.468864441,0.7214977191,749.7432861,34.23404653,14.88388173,2,280,1464.595917,392.1883636,116.3767272,52.89169535,15.89165125,120.7106781,965.733902,0.03427589016,2.770884226,0.9640963749
27,1243,15573.69531,50,52,1762.880859,161.7617179,0.7477391092,39.78236738,0.4780769231,57.5869644,38.23732046,58.94459401,205.6579003,15.98032951,0.7050958627,4067.114746,64.53524865,43.37028144,1,1243,15573.69531,1762.880859,161.7617179,57.5869644,38.23732046,205.6579003,4067.114746,0.02938869717,6.044017752,0.7865572762
28,368,2600.797607,38,22,520.5092277,91.01845533,0.8561197742,21.64606552,0.4401913876,35.22347372,18.20269691,-12.04345261,102.9472222,9.043523788,0.706999954,1221.80127,38.83290235,20.46427838,1,368,2600.797607,520.5092277,91.01845533,35.22347372,18.20269691,102.9472222,1221.80127,0.03472310501,3.574647206,0.884127356
29,195,1200.022461,18,21,242.870956,58.74191199,0.7598435766,15.75695755,0.5158730159,21.48952434,13.97046752,75.68451356,61.35533906,7.88572216,0.8028955097,631.9016113,22.36003548,15.8909219,2,253,1384.559219,330.9933523,92.9867046,34.84738229,22.08710418,96.56854249,830.1854553,0.0518000156,3.17820752,0.9629088541
30,716,9268.745526,48,21,790.1869562,112.3739123,0.9090192624,30.19336871,0.7103174603,47.2428157,19.68863718,-4.185521174,124.8111832,14.91666667,0.9061146788,2688.158691,49.47725761,21,1,716,9268.745526,790.1869562,112.3739123,47.2428157,19.68863718,124.8111832,2688.158691,0.04596275177,5.736665431,0.9003513103
31,146,670.1812744,25,12,206.1621033,57.3242065,0.913332763,13.63425735,0.4866666667,24.98858508,10.17570237,0.3172470511,60.76955262,5.907094479,0.7081805904,494.636322,25.17926182,11.5606204,1,146,670.1812744,206.1621033,57.3242065,24.98858508,10.17570237,60.76955262,494.636322,0.0395349121,2.402518921,0.9433047312
32,108,586.4306287,20,9,121.5258464,44.05169284,0.8618491042,11.72646029,0.6,17.34816681,8.79837933,-3.987012237,42.17766953,5.4,0.8886998378,388.7738955,20.39577965,9,1,108,586.4306287,121.5258464,44.05169284,17.34816681,8.79837933,42.17766953,388.7738955,0.06070977119,2.560596667,1.044431647
34,3503,137968.1465,87,68,4133.030408,239.0608152,0.5916066401,66.78441529,0.5921230561,76.31046082,61.52353534,-12.79587022,283.6761902,38.91111111,0.8475621165,17355.88961,91.39439276,67.16460032,1,3503,137968.1465,4133.030408,239.0608152,76.31046082,61.52353534,283.6761902,17355.88961,0.04353057119,12.34858659,0.8427242873
35,1101,24870.41824,48,39,1333.202462,132.4049234,0.5515846522,37.44111028,0.5881410256,43.12902009,35.97473163,-3.919382784,153.509668,22.9375,0.8258310584,4936.685404,48.25969329,38.6765392,2,1164,25107.83034,1413.305777,164.6115541,56.52110769,42.90845104,188.137085,5145.184626,0.04672140068,7.172186706,0.8749553768
36,514,4640.62793,40,20,648.8471093,97.69421866,0.9044416005,25.58212513,0.6425,41.60019788,17.74653867,6.186261595,109.0538239,11.53222084,0.7921742928,1665.053711,41.23104801,20,1,514,4640.62793,648.8471093,97.69421866,41.60019788,17.74653867,109.0538239,1665.053711,0.04321965764,4.713268932,0.8958348748
39,1015,11105.73535,50,46,1610.353323,151.7066455,0.4102126967,35.94910483,0.4413043478,45.27942173,41.29437444,40.55812996,191.7289681,13.96254539,0.6302964608,3364.006836,55.9462254,45.4344218,1,1015,11105.73535,1610.353323,151.7066455,45.27942173,41.29437444,191.7289681,3364.006836,0.02761153638,5.293931377,0.7912557347
40,70,251.3637085,14,8,85.24852107,34.49704215,0.8703192712,9.440697439,0.625,14.48681841,7.134583284,-11.19825037,37.55634919,4.646121979,0.8211286145,213.22789,14.86579741,7.74507226,1,70,251.3637085,85.24852107,34.49704215,14.48681841,7.134583284,37.55634919,213.22789,0.04962851764,1.863865938,0.9185408831
42,419,4074.514772,39,15,438.2747767,85.54955334,0.9150874659,23.0973455,0.7162393162,36.80311767,14.84105649,1.653455186,89.59797975,10.74358974,0.9560212504,1457.572518,39.05122377,15,1,419,4074.514772,438.2747767,85.54955334,36.80311767,14.84105649,89.59797975,1457.572518,0.05219364031,4.676444728,0.9548156508
43,128,523.1447144,23,14,208.6371514,56.27430289,0.8396315165,12.76615297,0.397515528,22.35934378,12.14462153,10.49253487,61.63351365,5.271691322,0.6135053087,442.1985168,23.34517103,13.51476784,1,128,523.1447144,208.6371514,56.27430289,22.35934378,12.14462153,61.63351365,442.1985168,0.03369582667,2.076792193,0.9130471322
45,115,822.3118771,14,12,122.5086011,38.01720226,0.5925006504,12.10051849,0.6845238095,13.64265565,10.99011373,-31.39632211,40.04163056,7.733333333,0.9387096003,473.8938677,14.99996133,11.3137085,1,115,822.3118771,122.5086011,38.01720226,13.64265565,10.99011373,40.04163056,473.8938677,0.07172562341,2.872010914,0.9494419115
46,701,5716.145996,60,33,1244.333044,143.6660883,0.8949246422,29.87542336,0.354040404,58.84669755,26.2584149,15.26233406,184.137085,10.42243767,0.5633540018,2364.76001,60.87627628,30.37666016,1,701,5716.145996,1244.333044,143.6660883,58.84669755,26.2584149,184.137085,2364.76001,0.02067452263,3.80694633,0.7802126787
47,114,329.8659973,33,5,139.7601012,66.52020237,0.9931511536,12.04779267,0.6909090909,36.48037298,4.262241958,2.014184771,68.14213562,3.768919945,0.8156834392,315.7713013,33.01479679,5,1,114,329.8659973,139.7601012,66.52020237,36.48037298,4.262241958,68.14213562,315.7713013,0.02455123652,1.672973689,0.9761977925
48,453,3951.709229,32,27,567.8207265,87.64145295,0.7179549385,24.01619274,0.5243055556,31.45023981,21.89218429,6.419938298,100.8111832,11.14491177,0.7977870107,1481.085938,32.24895423,26.04137235,1,453,3951.709229,567.8207265,87.64145295,31.45023981,21.89218429,100.8111832,1481.085938,0.04457391476,4.493549086,0.8693624079
49,4360,68242.10938,283,71,12235.81629,608.6325764,0.9519324572,74.50721049,0.2169909919,192.2727248,58.8946757,-2.919524711,782.8782464,19.95131874,0.3563309466,14416.91797,283.0441598,68.09240789,1,4360,68242.10938,12235.81629,608.6325764,192.2727248,58.8946757,782.8782464,14416.91797,0.007113740818,5.569192937,0.7774294141
50,76,238.0473328,24,7,101.7983904,48.59678073,0.9711393119,9.836981519,0.4523809524,21.66362755,5.167056153,11.6416636,43.55634919,4.068796635,0.7465736907,243.1779022,24.51510087,7,1,76,238.0473328,101.7983904,48.59678073,21.66362755,5.167056153,43.55634919,243.1779022,0.04005997285,1.744866166,1.115722085
51,164,1223.912138,17,15,172.663166,48.32633202,0.7674610559,14.45030399,0.6431372549,18.65087978,11.95699637,40.78494563,49.45584412,8.526315789,0.9498262066,667.8493869,19.99994844,12.72792206,1,164,1223.912138,172.663166,48.32633202,18.65087978,11.95699637,49.45584412,667.8493869,0.06705151736,3.316089391,0.9771612007
52,189,1847.649179,17,16,205.7558531,49.51170618,0.4792073893,15.51264884,0.6948529412,16.83507072,14.77617022,-10.52439073,52.87005769,11.17647059,0.9185643915,852.6447846,18.3572019,14.83585052,1,189,1847.649179,205.7558531,49.51170618,16.83507072,14.77617022,52.87005769,852.6447846,0.06761487285,3.574802228,0.9364791405
53,88,461.0287219,16,10,102.3767126,36.75342512,0.8170384846,10.58513486,0.55,14.53417103,8.380157936,2.750315301,38.21320344,5.5,0.8595704804,336.812036,16.27846192,9.477327687,1,88,461.0287219,102.3767126,36.75342512,14.53417103,8.380157936,38.21320344,336.812036,0.06026369819,2.302868959,0.9617991118
55,1052,11736.39844,54,36,1541.225666,148.4513329,0.8331636121,36.59846993,0.5411522634,54.84170618,30.32892108,10.5795201,191.7939392,14.2353363,0.6825736314,3461.035156,57.70605943,35.74646787,1,1052,11736.39844,1541.225666,148.4513329,54.84170618,30.32892108,191.7939392,3461.035156,0.02859867955,5.485053408,0.7740147236
56,362,2738.918213,35,17,444.1138038,83.22760761,0.9163232766,21.46887783,0.6084033613,35.75446873,14.31749531,-4.025691572,91.66904756,9.676056862,0.8151063914,1179.161865,35.05670563,16.18741638,1,362,2738.918213,444.1138038,83.22760761,35.75446873,14.31749531,91.66904756,1179.161865,0.04307875391,3.948988341,0.907913956
57,168,1595.536369,17,17,196.3639365,49.72787307,0.5067579979,14.62546558,0.5813148789,16.423715,14.15869345,-63.98291774,52.28427125,11.33333333,0.8555542477,776.8431665,18.78817847,15.15852733,1,168,1595.536369,196.3639365,49.72787307,16.423715,14.15869345,52.28427125,776.8431665,0.06145640666,3.213203436,0.9511057893
58,1557,41514.57612,52,53,1890.66641,161.3328204,0.5101418161,44.52453224,0.5649492017,51.54533333,44.33364131,-31.55281279,193.7584053,28.34545455,0.8235191526,8668.427236,55.07160569,46.65846108,2,2571,63292.35819,3026.266574,281.5331476,91.35361293,77.72666002,323.8122292,13013.03065,0.04147319652,8.035780421,0.8694333388
59,193,1382.562567,21,16,207.8608346,55.72166921,0.8716557373,15.67594438,0.5744047619,22.62867449,11.09073504,-32.90994565,55.11269837,8.454545455,0.9285058456,703.7468871,25.61204549,12.02081528,1,193,1382.562567,207.8608346,55.72166921,22.62867449,11.09073504,55.11269837,703.7468871,0.06354098735,3.50191527,1.011049556
60,193,1539.773099,24,15,229.4001074,59.80021474,0.7284881815,15.67594438,0.5361111111,20.79575323,14.2463048,-2.081369274,61.69848481,8.041666667,0.8413248024,773.7173872,24.18671567,15,1,193,1539.773099,229.4001074,59.80021474,20.79575323,14.2463048,61.69848481,773.7173872,0.05070004111,3.128115716,0.9692331168
61,151,788.0333252,15,21,216.2291868,54.45837365,0.7605865079,13.86575534,0.4793650794,19.96875548,12.96444693,-77.92843259,60.39087297,6.70170784,0.6983331076,520.8334961,21.84031975,14.89370428,1,151,788.0333252,216.2291868,54.45837365,19.96875548,12.96444693,60.39087297,520.8334961,0.04140324041,2.500377832,0.9017649684
62,52,112.1726151,24,4,74.43412551,47.86825102,0.9917527029,8.13685789,0.5416666667,24.13696106,3.09354271,0.7613907821,41.24264069,2.846153736,0.698604298,152.142807,24.02027935,3.927764315,1,52,112.1726151,74.43412551,47.86825102,24.13696106,3.09354271,41.24264069,152.142807,0.03057105417,1.260831002,1.160649518
63,73,254.7439423,14,11,102.6382856,38.2765712,0.8179816093,9.64087583,0.474025974,14.79977835,8.513489196,-52.59718471,40.42031022,4.518574715,0.7112355743,220.3709412,17.20409044,10.2690178,1,73,254.7439423,102.6382856,38.2765712,14.79977835,8.513489196,40.42031022,220.3709412,0.0446810711,1.806022755,0.9469638158
64,102,391.3806152,22,11,148.3997224,50.79944479,0.9173105813,11.39607097,0.4214876033,21.53261457,8.573693832,18.16464252,51.87005769,4.956352234,0.6873328222,343.6854248,22.47213255,10.02954204,1,102,391.3806152,148.3997224,50.79944479,21.53261457,8.573693832,51.87005769,343.6854248,0.03791112829,1.966452411,0.9793597126
65,117,709.0836419,17,11,127.2719668,40.54393368,0.8331799911,12.20528684,0.6256684492,16.69265431,9.231069567,15.52876962,42.04163056,6.555555556,0.9192912069,451.2964134,17.71963561,10.41090811,1,117,709.0836419,127.2719668,40.54393368,16.69265431,9.231069567,42.04163056,451.2964134,0.06619523963,2.782955809,0.9643758612
67,92,436.1577801,17,8,101.0514119,39.10282388,0.9062219495,10.82303276,0.6764705882,17.29385054,7.311879648,12.26977674,41.14213562,5.411764706,0.9104276549,347.1563711,17.26267633,8,1,92,436.1577801,101.0514119,39.10282388,17.29385054,7.311879648,41.14213562,347.1563711,0.05435182915,2.236150326,0.9504325259
68,96,528.8347634,15,12,112.157122,38.31424399,0.7879864416,11.05581278,0.5333333333,14.95669847,9.208728449,-28.21969499,40.627417,6.266666667,0.8559420774,382.1707222,16.55294464,10.71516638,1,96,528.8347634,112.157122,38.31424399,14.95669847,9.208728449,40.627417,382.1707222,0.0581611265,2.362936339,0.9430637443
69,1874,49478.7753,65,46,2352.728485,179.45697,0.6994457114,48.84722005,0.6267558528,60.24502092,43.05625693,9.007943362,218.9066376,27.91044776,0.7965220007,7920.80664,70.00672198,44.7298959,1,1874,49478.7753,2352.728485,179.45697,60.24502092,43.05625693,218.9066376,7920.80664,0.03910675008,8.560727169,0.8197877049
70,54,191.6371519,13,6,61.30925514,28.61851028,0.9126608681,8.291859587,0.6923076923,13.3471232,5.455205196,7.538292645,30.14213562,4.153846154,0.8807805588,198.5377934,13.34166401,6,1,54,191.6371519,61.30925514,28.61851028,13.3471232,5.455205196,30.14213562,198.5377934,0.05943547264,1.791512077,0.9494519777
71,51,137.0195312,10,15,82.29530492,36.59060984,0.9485838655,8.058239062,0.34,16.89905671,5.348989261,70.22457419,35.59188309,3.509227276,0.6197194366,192.4779358,17.20409044,6.681401147,1,51,137.0195312,82.29530492,36.59060984,16.89905671,5.348989261,35.59188309,192.4779358,0.04025948765,1.432910978,1.02806052
72,120,913.2871643,14,12,125.5718615,38.14372301,0.5424338841,12.36077446,0.7142857143,13.63860074,11.45776796,-26.57490399,38.627417,8.642857143,0.9556281046,505.9825039,14.86579741,12,1,120,913.2871643,125.5718615,38.14372301,13.63860074,11.45776796,38.627417,505.9825039,0.08042478528,3.106601718,0.987477962
73,622,9587.878979,32,35,723.7500991,98.50019826,0.7358432715,28.14169499,0.5553571429,34.95309812,23.66855639,-54.51005501,105.9533188,17.22222222,0.8594126629,2637.379978,38.48266473,24.8998556,1,622,9587.878979,723.7500991,98.50019826,34.95309812,23.66855639,105.9533188,2637.379978,0.05540656867,5.870509834,0.9296565636
74,569,4442.428223,40,34,897.9319634,109.8639269,0.5951877132,26.9160417,0.4183823529,36.97272635,29.71079119,-79.35133667,141.1604256,9.982284546,0.6336782999,1887.962891,40.60784736,31.72994402,1,569,4442.428223,897.9319634,109.8639269,36.97272635,29.71079119,141.1604256,1887.962891,0.02855527509,4.030874784,0.7782912698
75,2109,55202.49531,61,59,2452.742191,183.4843827,0.8016762612,51.81951563,0.58599611,68.56986935,40.98821926,-39.48683883,208.8355698,32.42857143,0.8598539249,9010.777692,70.83581425,43.02422845,1,2109,55202.49531,2452.742191,183.4843827,68.56986935,40.98821926,208.8355698,9010.777692,0.04835792268,10.09885434,0.8786069485
77,160,1037.772773,22,10,172.3783716,49.75674322,0.883248277,14.27299293,0.7272727273,21.03014681,9.861154044,-3.993414985,51.79898987,7.272727273,0.9281906918,573.028763,22.5608967,10,1,160,1037.772773,172.3783716,49.75674322,21.03014681,9.861154044,51.79898987,573.028763,0.05963172894,3.088863323,0.9605736202
78,149,562.989624,28,20,319.7422922,71.48458441,0.8555373121,13.77362306,0.2660714286,28.44204291,14.72561626,39.01774671,74.9766594,4.882460117,0.4660002872,533.7530518,28.07130635,18.40494308,1,149,562.989624,319.7422922,71.48458441,28.44204291,14.72561626,74.9766594,533.7530518,0.02650538369,1.987285126,0.9534245054
79,308,2309.367432,28,22,402.9987224,75.99744488,0.6396189056,19.80297401,0.5,25.27535823,19.42897002,20.27354485,83.46194078,9.589630127,0.7642704129,1023.876953,28.8617336,20.13717064,1,308,2309.367432,402.9987224,75.99744488,25.27535823,19.42897002,83.46194078,1023.876953,0.04421542032,3.690304792,0.9105640747
80,122,938.0272065,15,13,131.6490003,39.2980005,0.4882654038,12.46335526,0.6256410256,13.50936918,11.78956151,10.95556868,40.87005769,8.133333333,0.9267066196,529.8529824,15.13236723,12.72792206,1,122,938.0272065,131.6490003,39.2980005,13.50936918,11.78956151,40.87005769,529.8529824,0.07303807684,2.985070414,0.9615352345
82,1416,34491.67664,40,48,1582.739186,142.4783726,0.6378767896,42.46065467,0.7375,48.94911998,37.69759841,62.17936247,157.4030663,27.98,0.8946515081,6145.362391,53.66408515,39.2930647,1,1416,34491.67664,1582.739186,142.4783726,48.94911998,37.69759841,157.4030663,6145.362391,0.0571527164,8.996012807,0.9051816843
83,456,3447.433838,46,18,566.2893123,104.5786246,0.9624238127,24.09558533,0.5507246377,47.58294914,12.92123765,4.281590568,113.6335137,9.668558121,0.8052421088,1471.346313,46.69034206,15.0599271,1,456,3447.433838,566.2893123,104.5786246,47.58294914,12.92123765,113.6335137,1471.346313,0.03531441134,4.012900643,0.9203149778
84,330,2646.810059,29,21,414.3508026,76.70160529,0.728353022,20.49802551,0.5418719212,26.3377346,18.04667024,-13.21833528,83.80508653,10.25283623,0.7964265977,1075.045044,30.36418327,18.89688989,1,330,2646.810059,414.3508026,76.70160529,26.3377346,18.04667024,83.80508653,1075.045044,0.04698650935,3.937708481,0.9152380657
85,206,1593.049275,24,13,218.8823004,55.76460082,0.8529326944,16.19528778,0.6602564103,22.66892363,11.83365189,-16.68259868,58.28427125,8.24,0.9411450794,792.6461357,25.29749235,13,1,206,1593.049275,218.8823004,55.76460082,22.66892363,11.83365189,58.28427125,792.6461357,0.06064073814,3.53440123,0.9567692901
86,2263,30255.60742,106,46,3670.728122,250.4562447,0.9532899931,53.67812487,0.4641099262,116.1167786,35.07383924,10.09295482,346.2031022,17.04902649,0.616498941,7397.523926,106.7941935,43.56910147,1,2263,30255.60742,3670.728122,250.4562447,116.1167786,35.07383924,346.2031022,7397.523926,0.0188808979,6.536625425,0.7234373209
87,993,22454.53349,39,39,1119.409012,122.8180237,0.3357389864,35.55737431,0.6528599606,37.64136061,35.45647005,-26.00874312,132.6040764,25.35897436,0.887075224,4724.320188,44.77598022,33.79932328,1,993,22454.53349,1119.409012,122.8180237,37.64136061,35.45647005,132.6040764,4724.320188,0.05647230293,7.488457572,0.9262009665
88,128,813.803397,17,10,140.5347911,44.06958226,0.8290539574,12.76615297,0.7529411765,17.48377247,9.77637677,13.4976304,44.93502884,7.166666667,0.9108064912,503.9695992,19.23535314,10,1,128,813.803397,140.5347911,44.06958226,17.48377247,9.77637677,44.93502884,503.9695992,0.06339279788,2.848557201,0.9807400462
90,331,3946.625771,25,19,350.579133,66.15826603,0.6556871752,20.52905963,0.6968421053,23.96682652,18.09573695,-10.61320956,69.01219331,13.32,0.9441520297,1340.298511,25.31794638,18.75338778,1,331,3946.625771,350.579133,66.15826603,23.96682652,18.09573695,69.01219331,1340.298511,0.06949864439,4.796253881,0.9586460429
91,492,4628.991699,47,21,673.2850719,108.5701439,0.8741025665,25.02866069,0.4984802432,38.65689085,18.77725211,-9.96890802,123.8111832,12.01487064,0.7307454457,1630.200317,47.16977378,20.72159984,1,492,4628.991699,673.2850719,108.5701439,38.65689085,18.77725211,123.8111832,1630.200317,0.03209558937,3.973792895,0.8769009479
92,1441,21533.52325,79,21,1532.958545,185.9170899,0.9648184404,42.83384391,0.8685955395,85.42604276,22.45996347,-0.8904406305,194.5624458,18.24050633,0.9400123733,5002.306122,81.0243541,20.80482513,1,1441,21533.52325,1532.958545,185.9170899,85.42604276,22.45996347,194.5624458,5002.306122,0.03806676285,7.406362486,0.9555651354
93,489,5088.248535,33,22,589.5367064,90.07341273,0.7571830503,24.95223712,0.673553719,32.04638886,20.93278923,4.327906759,100.9827561,13.28122711,0.8294648912,1589.335083,33.83784412,21.81210071,1,489,5088.248535,589.5367064,90.07341273,32.04638886,20.93278923,100.9827561,1589.335083,0.0479528496,4.842410913,0.8919682553
94,1351,22885.45528,67,30,1487.199916,156.3998315,0.9237904904,41.47465039,0.6721393035,68.07728508,26.06667865,-5.294595452,168.4386002,19.86764706,0.908418556,4959.750753,68.44665292,29.7311284,1,1351,22885.45528,1487.199916,156.3998315,68.07728508,26.06667865,168.4386002,4959.750753,0.0476181043,8.020726832,0.9285272573
