roi_number,Area,Biovolume,BoundingBox_xwidth,BoundingBox_ywidth,ConvexArea,ConvexPerimeter,Eccentricity,EquivDiameter,Extent,MajorAxisLength,MinorAxisLength,Orientation,Perimeter,RepresentativeWidth,Solidity,SurfaceArea,maxFeretDiameter,minFeretDiameter,numBlobs,summedArea,summedBiovolume,summedConvexArea,summedConvexPerimeter,summedMajorAxisLength,summedMinorAxisLength,summedPerimeter,summedSurfaceArea,Area_over_PerimeterSquared,Area_over_Perimeter,summedConvexPerimeter_over_Perimeter
1777,393,4487.765106,31,19,421.6128947,77.2257894,0.7994205362,22.36924543,0.6672325976,29.54956947,17.75254928,4.769343944,80.18376618,12.58064516,0.9321346784,1491.982602,32.27984878,19,1,393,4487.765106,421.6128947,77.2257894,29.54956947,17.75254928,80.18376618,1491.982602,0.06112510927,4.901241469,0.9631100293
1779,1376,18762.17383,66,40,2011.96488,169.9297596,0.8521931749,41.85663166,0.5212121212,65.9115987,34.48674689,-9.692556958,206.1726189,17.38675499,0.6839085582,4466.406738,66.27178453,37.68118451,1,1376,18762.17383,2011.96488,169.9297596,65.9115987,34.48674689,206.1726189,4466.406738,0.03237102557,6.674019117,0.8242110929
1780,373,2746.822266,42,20,514.9709921,94.94198411,0.9307768045,21.79262146,0.444047619,39.5743866,14.46791838,-8.113020075,106.3969696,9.419887543,0.7243126424,1238.104126,42.18880029,16.91353784,1,373,2746.822266,514.9709921,94.94198411,39.5743866,14.46791838,106.3969696,1238.104126,0.03294961273,3.505738945,0.8923372954
1781,334,2489.682129,24,32,484.088626,83.17725201,0.8119135651,20.62188177,0.4348958333,30.7387101,17.94457242,-83.05364263,91.05382387,9.534056664,0.6899563056,1129.474854,32.24895423,22.5526229,1,334,2489.682129,484.088626,83.17725201,30.7387101,17.94457242,91.05382387,1129.474854,0.04028562342,3.66816006,0.9134954303
1782,270,2596.657228,25,18,315.6067217,64.21344332,0.7879258523,18.5411617,0.6,24.3009777,14.96381616,-22.20763469,69.80508653,10.46153846,0.8554950876,1120.319004,26.24854886,17.38454279,1,270,2596.657228,315.6067217,64.21344332,24.3009777,14.96381616,69.80508653,1120.319004,0.05541018812,3.867912976,0.9198963358
1783,534,7565.740508,36,28,720.4060545,98.81210899,0.7157676597,26.0750823,0.5297619048,32.47455157,22.67822956,19.1478785,104.746212,14.80555556,0.7412486287,2357.423211,36.87693077,26.6818284,2,602,7849.442382,802.5277103,132.0554206,45.60707723,30.58841352,139.3025612,2559.103508,0.04867036512,5.098036384,0.9479755392
1786,411,1246.679199,117,13,877.739074,237.478148,0.9991199151,22.87578311,0.2702169625,134.5117444,5.642114805,3.939217211,243.0477272,3.944451809,0.4682484945,1392.407471,117.3428021,9.612720936,1,411,1246.679199,877.739074,237.478148,134.5117444,5.642114805,243.0477272,1392.407471,0.006957587765,1.691025893,0.9770844219
1788,91,423.1987104,17,8,104.5739345,38.14786898,0.9081234143,10.76405122,0.6691176471,17.2146289,7.207809821,1.084365282,41.21320344,5.352941176,0.8701977261,342.6318799,17.11702326,8,1,91,423.1987104,104.5739345,38.14786898,17.2146289,7.207809821,41.21320344,342.6318799,0.05357579777,2.208030253,0.9256225141
1789,181,1331.773486,18,18,200.6855856,51.37117112,0.8451795,15.1807891,0.5586419753,21.07588179,11.26469137,47.5286016,52.52691193,9.210526316,0.9019083234,721.2709671,21.40039897,12.02081528,2,240,1515.933795,290.3282756,88.6565511,37.15661769,18.64262439,84.15432893,941.3996597,0.06560166109,3.445852675,1.053499591
1790,132,532.1072557,27,7,154.1028033,59.20560665,0.9779146707,12.96408963,0.6984126984,29.36467097,6.137349484,-3.51099465,62.3492424,4.888888889,0.8565710497,466.4767976,27.65769808,6.982948352,1,132,532.1072557,154.1028033,59.20560665,29.36467097,6.137349484,62.3492424,466.4767976,0.03395561256,2.117106719,0.9495802093
1791,194,1739.656932,19,14,227.2140396,54.42807922,0.6183374076,15.71650316,0.7293233083,19.02603616,14.9528044,-13.14755737,59.11269837,9.7,0.8538204784,821.7282723,21.09443024,14,1,194,1739.656932,227.2140396,54.42807922,19.02603616,14.9528044,59.11269837,821.7282723,0.05551881156,3.281866762,0.9207510522
1793,82,489.3030558,12,10,95.13792484,34.27584968,0.4569127863,10.21790794,0.6833333333,11.38617397,10.12813267,33.7602828,36.55634919,6.583333333,0.861906544,358.5219396,13.41602129,10,1,82,489.3030558,95.13792484,34.27584968,11.38617397,10.12813267,36.55634919,358.5219396,0.06136040512,2.243112396,0.9376168694
1794,1613,24049.60547,83,34,2004.693437,187.3868745,0.9368382338,45.31815735,0.5715804394,80.87598773,28.28742434,-0.5901567123,212.1076477,19.00759697,0.8046118025,5190.141113,83.14793117,34,1,1613,24049.60547,2004.693437,187.3868745,80.87598773,28.28742434,212.1076477,5190.141113,0.03585268719,7.604629146,0.883451759
1795,2086,50717.3482,81,44,2446.862115,193.7242304,0.8526278427,51.53617846,0.5852974186,73.44917258,38.37856407,-1.105884755,218.0071427,25.75308642,0.8525204535,8084.315311,81.02256812,44,1,2086,50717.3482,2446.862115,193.7242304,73.44917258,38.37856407,218.0071427,8084.315311,0.04389073548,9.568493832,0.8886141437
1796,97,580.1474434,14,10,104.8661781,35.7323561,0.7717961083,11.11324596,0.6928571429,14.13676628,8.989146799,-11.52914758,37.55634919,6.928571429,0.9249884167,364.821535,15.23145472,9.819582157,1,97,580.1474434,104.8661781,35.7323561,14.13676628,8.989146799,37.55634919,364.821535,0.06877094587,2.582785657,0.9514331631
1797,330,4243.637177,32,23,486.1624855,81.32497096,0.4771377268,20.49802551,0.4483695652,24.34758558,21.39735291,-13.59904233,92.32590181,10.58064516,0.6787854058,1547.548814,33.52546924,21.92031022,2,383,4395.826508,579.6166725,126.2333449,44.59439301,27.5303749,129.6751442,1752.016297,0.03871389101,3.5742949,0.9734582959
1798,748,11549.54179,39,31,818.236267,107.4725339,0.810264841,30.86070608,0.6186931348,41.57978094,24.36840831,-30.84496731,114.4680374,18.1,0.9141613862,2934.613742,44.29385894,26.70634563,1,748,11549.54179,818.236267,107.4725339,41.57978094,24.36840831,114.4680374,2934.613742,0.0570864615,6.534575212,0.9388868397
1799,690,6984.106934,54,25,948.0700755,124.1401511,0.9076808222,29.64009592,0.5111111111,48.35921186,20.29448501,-0.400014822,136.2670273,12.9210186,0.7277943032,2284.026855,54.23029241,25,1,690,6984.106934,948.0700755,124.1401511,48.35921186,20.29448501,136.2670273,2284.026855,0.03715930025,5.063587382,0.9110065254
1801,80,400.8148627,13,11,94.05689659,34.11379318,0.8605755635,10.09253009,0.5594405594,14.68990407,7.481902854,-33.571726,36.21320344,5.466666667,0.850549007,317.5863042,14.76461965,9.093097708,1,80,400.8148627,94.05689659,34.11379318,14.68990407,7.481902854,36.21320344,317.5863042,0.06100368898,2.209138999,0.9420263867
1802,78,389.16479,12,11,92.66019699,33.32039397,0.8130588209,9.96557497,0.5909090909,13.40746878,7.805580919,-44.66860255,33.79898987,5.846153846,0.8417853894,349.5889771,14.2124891,9.899494937,1,78,389.16479,92.66019699,33.32039397,13.40746878,7.805580919,33.79898987,349.5889771,0.06827900138,2.307761276,0.9858399348
1803,146,419.0189209,44,8,259.3779518,91.7559037,0.996216662,13.63425735,0.4147727273,53.35927449,4.637151921,2.405198864,93.627417,3.739323139,0.5628851603,478.8968201,44.04437144,6.305792946,1,146,419.0189209,259.3779518,91.7559037,53.35927449,4.637151921,93.627417,478.8968201,0.01665508185,1.559372294,0.9800110549
1804,123,843.9103266,16,11,138.3002777,41.60055534,0.7147028572,12.51433035,0.6988636364,15.38633895,10.76163957,9.82443128,44.627417,7.6875,0.8893691471,497.002317,16.4924192,11,1,123,843.9103266,138.3002777,41.60055534,15.38633895,10.76163957,44.627417,497.002317,0.06175919259,2.756153241,0.932174841
1805,131,1040.652567,16,16,153.5570284,44.11405681,0.4035077946,12.91488987,0.51171875,14.08103644,12.88381331,54.3688092,45.52691193,8.6,0.8531032501,576.6479797,16.76273462,12.80087529,2,184,1282.686101,210.507873,70.01574604,23.97739207,20.10103368,72.08326112,793.4116275,0.06320259483,2.877418969,0.9713176812
1806,101,737.8815745,12,12,109.5653509,36.13070174,0.4984563419,11.34007028,0.7013888889,12.45486155,10.79730384,-45.60998866,38.97056275,7.923076923,0.9218242738,458.4572524,14.4219941,11.20184795,1,101,737.8815745,109.5653509,36.13070174,12.45486155,10.79730384,38.97056275,458.4572524,0.06650403857,2.591699808,0.9271280472
1807,456,3459.709717,38,30,722.7561835,105.5123671,0.8572547044,24.09558533,0.4,41.44512454,21.33978721,-37.3326553,122.9533188,9.702712059,0.630918158,1495.47998,44.20323621,25.68247756,1,456,3459.709717,722.7561835,105.5123671,41.44512454,21.33978721,122.9533188,1495.47998,0.03016368042,3.708724615,0.8581498094
1808,285,1460.090576,44,11,380.9946766,92.98935325,0.9790847799,19.0492328,0.5888429752,45.17917662,9.191824652,0.8393409543,104.7401154,6.580723763,0.7480419478,932.9940186,44.04437144,11,1,285,1460.090576,380.9946766,92.98935325,45.17917662,9.191824652,104.7401154,932.9940186,0.02597878072,2.72102049,0.8878103
1809,294,995.7455444,80,12,527.7746137,161.5492275,0.9959058764,19.34767237,0.30625,80.39300804,7.267227971,2.876883523,165.390873,4.389208317,0.5570559711,967.8692017,80.15390639,10.98067852,1,294,995.7455444,527.7746137,161.5492275,80.39300804,7.267227971,165.390873,967.8692017,0.0107479157,1.77760716,0.9767723248
1811,131,548.9807739,18,22,226.3274095,58.65481898,0.9175623637,12.91488987,0.3308080808,25.41312391,10.10405189,-59.24572616,63.63351365,5.402467251,0.5788074909,463.393219,24.99993555,13.16671106,1,131,548.9807739,226.3274095,58.65481898,25.41312391,10.10405189,63.63351365,463.393219,0.03235187731,2.058663627,0.9217598654
1812,5559,153578.7344,140,70,6738.918612,329.8372234,0.9190093593,84.13048573,0.567244898,138.8683341,54.74685674,-6.026630602,402.4873734,35.18928146,0.8249097994,17761.85938,140.1744866,62.21560251,1,5559,153578.7344,6738.918612,329.8372234,138.8683341,54.74685674,402.4873734,17761.85938,0.03431564395,13.8116134,0.8194970705
1813,147,1213.440162,17,14,161.6090964,45.21819283,0.480733807,13.68087033,0.6176470588,15.07635398,13.21995102,26.01158714,47.69848481,8.111111111,0.9096022641,613.2609243,17.71963561,14,1,147,1213.440162,161.6090964,45.21819283,15.07635398,13.21995102,47.69848481,613.2609243,0.06461125367,3.081858902,0.9480006128
1814,424,4176.485634,31,27,455.6369013,87.2738027,0.9138794551,23.23474913,0.5065710872,36.90672736,14.9836014,44.41670176,93.15432893,11.61111111,0.9305655419,1589.075986,40.45985559,16.46716616,1,424,4176.485634,455.6369013,87.2738027,36.90672736,14.9836014,93.15432893,1589.075986,0.04886070999,4.55158665,0.9368732908
1815,168,1162.389282,23,11,179.4985768,50.99715364,0.8733465064,14.62546558,0.6640316206,21.13491792,10.29480702,9.143459052,53.45584412,7.47826087,0.9359405683,638.0165411,23.19416952,11,1,168,1162.389282,179.4985768,50.99715364,21.13491792,10.29480702,53.45584412,638.0165411,0.05879208983,3.14278079,0.9540052071
1818,128,1068.9269,15,15,145.0973467,42.19469332,0.3796314094,12.76615297,0.5688888889,13.68866461,12.66390139,-83.47217001,44.45584412,8.733333333,0.8821663728,586.725037,15.52416357,13.43299576,1,128,1068.9269,145.0973467,42.19469332,13.68866461,12.66390139,44.45584412,586.725037,0.06476677132,2.87926149,0.9491371528
1819,469,5162.291228,38,18,496.594805,88.18960996,0.8891676575,24.43663943,0.6856725146,36.59648733,16.74587748,5.271611943,92.39087297,12.31578947,0.9444319499,1707.210809,38.63823186,17.82482524,1,469,5162.291228,496.594805,88.18960996,36.59648733,16.74587748,92.39087297,1707.210809,0.05494329508,5.076258996,0.954527294
1820,394,2473.365967,47,12,487.3891378,105.7782756,0.9784789449,22.39768695,0.6985815603,51.20021863,10.56499539,1.371799786,113.3553391,8.042345047,0.8083889636,1243.516357,47.09477978,11.88799143,1,394,2473.365967,487.3891378,105.7782756,51.20021863,10.56499539,113.3553391,1243.516357,0.03066283184,3.475795699,0.933156537
1821,374,4900.099141,24,21,388.1407379,68.28147572,0.5758610202,21.82181454,0.7420634921,24.20753155,19.79080943,-30.12134326,70.76955262,15.5,0.9635680142,1556.772744,24.99974219,20.50609665,1,374,4900.099141,388.1407379,68.28147572,24.20753155,19.79080943,70.76955262,1556.772744,0.07467559675,5.284758574,0.9648425515
1822,645,10601.56621,36,34,879.1513052,108.3026103,0.6445709398,28.65727667,0.5269607843,34.67824708,26.51306333,-34.04269684,121.9177849,18.17142857,0.7336621082,3157.900853,38.27519621,32.91577398,1,645,10601.56621,879.1513052,108.3026103,34.67824708,26.51306333,121.9177849,3157.900853,0.04339359064,5.29045045,0.8883249514
1823,107,713.4033318,13,11,119.6547676,38.30953529,0.6810156841,11.67204486,0.7482517483,14.01320034,10.2614298,-23.33287761,41.79898987,7.2,0.8942393363,445.7690541,15.8111645,10.70813728,1,107,713.4033318,119.6547676,38.30953529,14.01320034,10.2614298,41.79898987,445.7690541,0.06124240039,2.559870474,0.9165182079
1824,227,2211.943028,21,16,242.6310762,55.26215239,0.6780217999,17.00074636,0.6755952381,20.0313783,14.72390024,13.86399789,57.69848481,10.80952381,0.9355767759,957.6351833,21.58652663,15.19066899,1,227,2211.943028,242.6310762,55.26215239,20.0313783,14.72390024,57.69848481,957.6351833,0.06818628669,3.934245427,0.9577747591
1825,155,1230.718922,15,15,173.8717185,45.7434371,0.5845011177,14.04820734,0.6888888889,15.96598309,12.95468538,66.53408998,49.45584412,8.882352941,0.8914618277,620.4742943,18.02749262,14.34097676,1,155,1230.718922,173.8717185,45.7434371,15.96598309,12.95468538,49.45584412,620.4742943,0.06337186092,3.134108875,0.9249349174
1826,238,661.8334961,74,6,325.5857994,148.1715988,0.9984335355,17.40778595,0.536036036,78.14315433,4.372160289,-0.195828967,145.5208153,3.62736845,0.7309901121,765.2670288,74.02472019,5.697334733,1,238,661.8334961,325.5857994,148.1715988,78.14315433,4.372160289,145.5208153,765.2670288,0.01123897535,1.635504856,1.018215837
1827,211,1633.75908,25,13,228.8409797,56.68195943,0.8584395518,16.39065416,0.6492307692,23.13587945,11.86673371,4.185261429,59.49137803,8.44,0.9220376537,769.7727871,25.17926182,13,1,211,1633.75908,228.8409797,56.68195943,23.13587945,11.86673371,59.49137803,769.7727871,0.05961758748,3.546732434,0.9527760376
1828,297,2458.296251,30,14,341.9280289,71.85605789,0.9178498094,19.44613444,0.7071428571,31.43820931,12.47870119,1.628204554,78.11269837,9.9,0.8686038431,1112.16165,30.59366948,13.3868715,1,297,2458.296251,341.9280289,71.85605789,31.43820931,12.47870119,78.11269837,1112.16165,0.04867580786,3.802198697,0.9199023896
1829,844,8809.963867,64,28,1222.756021,147.5120415,0.9412458849,32.78130833,0.4709821429,62.59814561,21.14077416,-11.18070384,174.1726189,13.32306671,0.6902439945,2799.644531,65.30465668,26.01178349,1,844,8809.963867,1222.756021,147.5120415,62.59814561,21.14077416,174.1726189,2799.644531,0.02782163717,4.845767408,0.8469301457
1830,769,13828.24366,33,36,936.2352681,109.4705362,0.6451133567,31.29091258,0.6473063973,36.8385448,28.14784868,61.54946838,119.3675324,20.78378378,0.8213747401,3553.721284,38.59944634,32.91082845,1,769,13828.24366,936.2352681,109.4705362,36.8385448,28.14784868,119.3675324,3553.721284,0.05397018513,6.442287821,0.9170880389
1831,387,3841.513317,34,20,425.91517,82.83033991,0.8886924186,22.19783106,0.5691176471,33.27225351,15.2554565,27.43062057,87.49747468,10.43243243,0.9086316415,1473.390067,38.01206032,16.59395479,1,387,3841.513317,425.91517,82.83033991,33.27225351,15.2554565,87.49747468,1473.390067,0.05054985655,4.422984794,0.9466597774
1833,915,18256.05671,39,32,1023.908221,115.8164421,0.6514316953,34.1323041,0.7331730769,39.79090052,30.18964616,1.021936095,126.3969696,23.46153846,0.8936347821,3815.186558,43.38201959,30.99271269,1,915,18256.05671,1023.908221,115.8164421,39.79090052,30.18964616,126.3969696,3815.186558,0.05727271489,7.239097605,0.9162912883
1834,141,550.0527344,25,18,235.4331311,62.86626215,0.9554942319,13.39876023,0.3133333333,28.34298052,8.36145657,-39.84260978,70.84062043,5.037077427,0.5988961679,479.734375,29.15475364,12.47339185,1,141,550.0527344,235.4331311,62.86626215,28.34298052,8.36145657,70.84062043,479.734375,0.02809664087,1.990383471,0.8874324048
1835,2384,38522.73047,98,50,3320.50826,235.01652,0.917465114,55.09449224,0.4865306122,98.33411187,39.11890712,7.913134688,300.0904038,20.59620857,0.717962376,7718.886719,100.2246104,49.66979696,1,2384,38522.73047,3320.50826,235.01652,98.33411187,39.11890712,300.0904038,7718.886719,0.02647293146,7.944272692,0.7831524001
1838,52,166.1117116,14,6,62.19191869,30.38383737,0.9347525946,8.13685789,0.619047619,14.23129206,5.056367992,-3.993916764,31.10660172,3.714285714,0.8361214945,190.8736463,14.31780148,5.967131372,1,52,166.1117116,62.19191869,30.38383737,14.23129206,5.056367992,31.10660172,190.8736463,0.05374006735,1.671670871,0.9767649211
1839,5105,110030.2812,172,55,6951.890634,381.7812682,0.9670361646,80.62188212,0.539640592,173.3842938,44.15041542,4.417055702,474.5645379,27.45964813,0.7343326109,16400.85938,172.73998,53.63140451,2,5171,110297.4475,7028.894316,414.7886316,188.1374017,50.38871927,509.0498193,16644.94865,0.0226675813,10.75723024,0.8148291502
1840,189,1546.318084,21,14,200.1662208,51.33244163,0.7706961553,15.51264884,0.6428571429,19.74246655,12.5799554,-19.74611284,52.90559159,8.636363636,0.9442152588,738.1389837,21.84031975,13.51685876,1,189,1546.318084,200.1662208,51.33244163,19.74246655,12.5799554,52.90559159,738.1389837,0.06752407664,3.572401221,0.9702649585
1841,59,216.8715363,14,10,82.63678199,34.27356398,0.7046405755,8.667244841,0.4214285714,12.07308889,8.566634258,4.617363687,31.76345597,4.753064156,0.7139677826,196.5444336,14.31780148,9.54219122,1,59,216.8715363,82.63678199,34.27356398,12.07308889,8.566634258,31.76345597,196.5444336,0.05847853897,1.857480498,1.079025028
1842,522,3591.746826,29,50,976.0852999,127.1705999,0.8899465388,25.78043914,0.36,48.25395722,22.00693433,74.61061641,150.0599205,8.806857109,0.5347893263,1777.940552,51.92200778,26.69379699,1,522,3591.746826,976.0852999,127.1705999,48.25395722,22.00693433,150.0599205,1777.940552,0.02318147569,3.478610399,0.8474654619
1844,640,10438.98879,39,36,853.0232134,109.0464268,0.4870904008,28.54598586,0.4558404558,33.23530853,29.02610844,-16.32385821,125.3675324,17.75,0.7502726655,3283.837828,39.31864663,31.73920949,1,640,10438.98879,853.0232134,109.0464268,33.23530853,29.02610844,125.3675324,3283.837828,0.04072019215,5.104990007,0.8698139359
1845,193,1467.909167,21,13,207.9980462,52.99609245,0.852234904,15.67594438,0.706959707,21.97627655,11.49709378,-12.60048675,56.04163056,8.772727273,0.9278933312,738.8728827,21.84031975,12.31679249,1,193,1467.909167,207.9980462,52.99609245,21.97627655,11.49709378,56.04163056,738.8728827,0.06145196625,3.44386839,0.9456557906
1846,1562,37912.47834,57,45,1879.056216,158.1124327,0.738553931,44.59596584,0.6089668616,55.53874745,37.4439126,-30.95283343,187.7939392,27.05172414,0.831268371,7284.106118,58.69407804,42.10864817,1,1562,37912.47834,1879.056216,158.1124327,55.53874745,37.4439126,187.7939392,7284.106118,0.04429124473,8.317627322,0.8419464084
1847,877,10039.0957,51,35,1194.013537,134.0270744,0.890389938,33.4160303,0.4913165266,52.89176096,24.07625513,-21.68729477,153.8233765,14.60493469,0.7344975351,2870.41748,55.75668774,30.98076211,1,877,10039.0957,1194.013537,134.0270744,52.89176096,24.07625513,153.8233765,2870.41748,0.03706422411,5.7013441,0.8713049829
1848,2805,53053.53516,98,68,4409.435998,259.8719961,0.9060277439,59.76150034,0.4209183673,98.57468566,41.71861064,-28.59190044,336.7888886,24.10108948,0.6361357782,9108.18457,106.620183,59.89151326,2,4015,80648.23783,5842.402144,403.8042885,144.8052442,78.11915546,490.2630227,14403.3168,0.02472961505,8.32865957,0.8236482659
1849,567,3688.800781,45,43,1104.060564,127.1211273,0.8071817026,26.86869595,0.2930232558,49.04097141,28.94903533,55.3228809,168.1665222,8.33158493,0.5135587835,1892.950439,47.16979391,32.55542418,1,567,3688.800781,1104.060564,127.1211273,49.04097141,28.94903533,168.1665222,1892.950439,0.0200495197,3.371658,0.7559241016
1850,345,1905.769775,48,15,572.077836,106.155672,0.9729345132,20.95871282,0.4791666667,52.62411334,12.16043324,-2.08642071,118.4680374,7.087931633,0.60306479,1159.352783,48.66051607,15,1,345,1905.769775,572.077836,106.155672,52.62411334,12.16043324,118.4680374,1159.352783,0.0245819713,2.912177896,0.896070149
1851,3638,64065.48438,159,70,6438.873514,352.747029,0.9401823254,68.05913211,0.3268643306,141.9522133,48.35909929,1.120679608,462.6711396,22.44229317,0.5650056632,11880.43262,159.1484477,63.48045147,1,3638,64065.48438,6438.873514,352.747029,141.9522133,48.35909929,462.6711396,11880.43262,0.01699487109,7.863036374,0.7624141616
1852,594,7924.14387,42,23,680.0558646,99.11172911,0.8360133638,27.50098707,0.6149068323,37.82856058,20.75687471,-3.894235141,106.6040764,14.11904762,0.8734576539,2312.993977,42.04711237,22.81147143,1,594,7924.14387,680.0558646,99.11172911,37.82856058,20.75687471,106.6040764,2312.993977,0.05226835369,5.57201957,0.9297180039
1853,345,2557.115967,29,22,451.872464,79.74492807,0.7730071865,20.95871282,0.5407523511,29.58139502,18.76635609,10.22024919,90.22539674,9.48051548,0.763489762,1121.153564,29.83202933,22,1,345,2557.115967,451.872464,79.74492807,29.58139502,18.76635609,90.22539674,1121.153564,0.04238005287,3.823757084,0.8838412569
1854,339,3550.523297,26,18,363.5551837,69.11036736,0.8158095684,20.77566378,0.7243589744,27.56410515,15.94089058,20.1807252,72.52691193,12.40740741,0.9324581665,1349.547684,27.45900859,17.20559502,1,339,3550.523297,363.5551837,69.11036736,27.56410515,15.94089058,72.52691193,1349.547684,0.06444679516,4.674127037,0.9528927334
1856,140,1018.923217,15,14,155.831692,43.66338391,0.7268021279,13.35116236,0.6666666667,16.51095424,11.34049777,-42.25443262,46.87005769,8.6875,0.8984051848,585.2950472,17.49285218,12.61540836,1,140,1018.923217,155.831692,43.66338391,16.51095424,11.34049777,46.87005769,585.2950472,0.06372899351,2.986981602,0.9315837459
1857,283,1946.35144,27,22,388.3444682,72.68893642,0.7052567528,18.98227571,0.4764309764,25.69253224,18.21477165,-28.51376142,81.49747468,8.802832603,0.7287344694,939.2006836,27.0737423,20.85479353,1,283,1946.35144,388.3444682,72.68893642,25.69253224,18.21477165,81.49747468,939.2006836,0.0426086851,3.472500235,0.8919164269
1858,731,7479.411621,47,32,1044.360794,120.7215878,0.8170669523,30.50800071,0.486037234,44.95570657,25.91888876,-28.81051699,146.645707,13.06058693,0.6999496766,2365.057617,47.85375858,29.75505299,1,731,7479.411621,1044.360794,120.7215878,44.95570657,25.91888876,146.645707,2365.057617,0.03399215276,4.984803273,0.823219379
1859,161,986.7218926,24,10,178.4706217,52.94124346,0.9251026849,14.31752656,0.6708333333,23.49650418,8.922022764,-7.109990586,55.79898987,6.791666667,0.9021092572,590.5046158,24.51510087,10,1,161,986.7218926,178.4706217,52.94124346,23.49650418,8.922022764,55.79898987,590.5046158,0.05170984096,2.885356892,0.9487849794
1860,2044,36706.08594,81,52,2660.204287,204.4085738,0.8431011351,51.01471973,0.4852801519,75.56810418,40.6371284,9.104770401,236.3502884,22.88486862,0.7683620427,6614.674805,81.61493172,51.66048443,2,2460,40271.38647,3196.910307,292.8206131,108.840394,58.4502493,335.2619767,7976.087769,0.0365905231,8.648180688,0.8734083596
1861,511,7216.107426,32,26,588.6174952,92.23499038,0.6531215179,25.50735987,0.6141826923,31.34322455,23.73475448,6.686268237,101.4974747,15.45454545,0.8681359358,2237.45404,34.53976906,26,1,511,7216.107426,588.6174952,92.23499038,31.34322455,23.73475448,101.4974747,2237.45404,0.04960328358,5.03460802,0.9087417265
1862,57,154.713028,19,5,68.68780252,38.37560504,0.974482925,8.519075892,0.6,18.74001805,4.206415232,4.425067436,35.86396103,3.543859482,0.829841659,159.1716766,19.10497294,4.769180477,1,57,154.713028,68.68780252,38.37560504,18.74001805,4.206415232,35.86396103,159.1716766,0.0443157749,1.589339224,1.070032532
1865,2867,52957.39062,100,58,4143.728972,253.4579433,0.8875561566,60.41835627,0.4943103448,99.97156573,46.05685463,-2.689517111,312.1614716,23.53803062,0.6918888807,9272.686523,103.1583912,53.94353634,1,2867,52957.39062,4143.728972,253.4579433,99.97156573,46.05685463,312.1614716,9272.686523,0.02942179019,9.184349322,0.8119449911
1866,2973,56812.17969,81,69,4241.131941,246.2638827,0.6258416743,61.5251263,0.5319377348,77.8863132,60.74743978,-1.008779549,343.9310242,24.34977531,0.7009921033,9659.966797,86.28379717,68.90167594,1,2973,56812.17969,4241.131941,246.2638827,77.8863132,60.74743978,343.9310242,9659.966797,0.02513345556,8.644175112,0.7160269511
1867,356,4191.539098,25,19,372.4044298,67.80885953,0.7300054072,21.29021554,0.7494736842,25.82851953,17.65227876,15.23294626,71.11269837,13.22222222,0.9559499607,1433.032484,26.83204258,18.36389954,1,356,4191.539098,372.4044298,67.80885953,25.82851953,17.65227876,71.11269837,1433.032484,0.07039724794,5.006138259,0.9535408033
1869,1827,47001.89129,59,44,2175.819658,172.6393166,0.7390843699,48.23078527,0.7037750385,60.40144563,40.68719094,-16.04551112,203.7289681,29.67213115,0.8396835616,8236.020432,65.86344802,43.2593321,1,1827,47001.89129,2175.819658,172.6393166,60.40144563,40.68719094,203.7289681,8236.020432,0.04401827066,8.967796859,0.847397001
1871,636,6960.643555,44,32,902.037499,117.074998,0.6139666235,28.45663983,0.4517045455,36.22519903,28.59370832,-18.29131276,132.2670273,13.96609974,0.7050704663,2118.859375,44.38385708,31.8514732,1,636,6960.643555,902.037499,117.074998,36.22519903,28.59370832,132.2670273,2118.859375,0.03635414456,4.808454631,0.8851412205
1872,52,140.9179993,16,6,68.66409258,34.32818516,0.9627273549,8.13685789,0.5416666667,16.78717629,4.540490236,-0.3785173914,35.3137085,3.538461685,0.7573099425,171.6966095,16.27846192,5.845871354,1,52,140.9179993,68.66409258,34.32818516,16.78717629,4.540490236,35.3137085,171.6966095,0.04169814048,1.472515978,0.9720923294
1873,79,288.1138916,17,8,100.9242829,38.84856585,0.9287979547,10.02925341,0.5808823529,17.6383672,6.536540892,6.559921503,41.55634919,4.716803074,0.7827650364,238.9328156,17.02903805,7.588637795,1,79,288.1138916,100.9242829,38.84856585,17.6383672,6.536540892,41.55634919,238.9328156,0.04574591488,1.901033213,0.9348406829
1874,41,105.4651947,14,5,53.0357065,29.07141299,0.9574130512,7.225151994,0.5857142857,14.64611695,4.228652528,-2.887544313,29.52081528,3.365853786,0.7730640866,124.7252426,14.03565318,4.972609477,1,41,105.4651947,53.0357065,29.07141299,14.64611695,4.228652528,29.52081528,124.7252426,0.04704648292,1.388850532,0.9847767656
1875,1477,21163.13867,53,65,2101.747667,177.495333,0.7441522429,43.36559474,0.4287373004,59.67991282,39.8667821,-55.54368556,215.628463,18.26820183,0.7027484905,4834.063965,70.77328707,45.2265382,1,1477,21163.13867,2101.747667,177.495333,59.67991282,39.8667821,215.628463,4834.063965,0.03176642344,6.849745063,0.8231535418
1876,176,1673.421687,16,16,211.940895,51.88178997,0.5674651842,14.96964127,0.6875,17.48912951,14.40050363,89.96313307,56.42031022,11,0.8304201981,838.1613005,19.79898987,16,1,176,1673.421687,211.940895,51.88178997,17.48912951,14.40050363,56.42031022,838.1613005,0.05528938108,3.119444032,0.9195587505
